NDC Description,NDC,Effective_Date,OTC,Pricing_Unit,Classification_for_Rate_Setting,Corresponding_Generic_Drug_Effective_Date,Explanation_Code,NADAC_Per_Unit,Corresponding_Generic_Drug_NADAC_Per_Unit
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG/15 ML SOLUTION,71930002743,06/01/2020 12:00:00 AM,N,ML,G,,"1, 5",0.09442,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG/15 ML SOLUTION,71930002743,07/01/2020 12:00:00 AM,N,ML,G,,"1, 5",0.07671,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG/15 ML SOLUTION,71930002743,08/01/2020 12:00:00 AM,N,ML,G,,"1, 5",0.07859,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG/15 ML SOLUTION,71930002743,09/01/2020 12:00:00 AM,N,ML,G,,"1, 5",0.07279,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG/15 ML SOLUTION,71930002743,10/01/2020 12:00:00 AM,N,ML,G,,"1, 5",0.07900,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00254203501,01/01/2020 12:00:00 AM,N,EA,G,,1,0.13195,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00254203501,02/01/2020 12:00:00 AM,N,EA,G,,1,0.13237,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00254203501,03/01/2020 12:00:00 AM,N,EA,G,,1,0.13604,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00254203501,04/01/2020 12:00:00 AM,N,EA,G,,1,0.13345,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00254203501,05/01/2020 12:00:00 AM,N,EA,G,,1,0.12769,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00254203501,06/01/2020 12:00:00 AM,N,EA,G,,1,0.13912,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00254203501,07/01/2020 12:00:00 AM,N,EA,G,,1,0.13837,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00254203501,08/01/2020 12:00:00 AM,N,EA,G,,1,0.13160,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012401,01/01/2020 12:00:00 AM,N,EA,G,,1,0.13195,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012401,02/01/2020 12:00:00 AM,N,EA,G,,1,0.13237,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012401,03/01/2020 12:00:00 AM,N,EA,G,,1,0.13604,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012401,04/01/2020 12:00:00 AM,N,EA,G,,1,0.13345,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012401,05/01/2020 12:00:00 AM,N,EA,G,,1,0.12769,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012401,06/01/2020 12:00:00 AM,N,EA,G,,1,0.13912,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012401,07/01/2020 12:00:00 AM,N,EA,G,,1,0.13837,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012401,08/01/2020 12:00:00 AM,N,EA,G,,1,0.13160,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012401,09/01/2020 12:00:00 AM,N,EA,G,,1,0.13876,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012401,10/01/2020 12:00:00 AM,N,EA,G,,1,0.14485,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012405,01/01/2020 12:00:00 AM,N,EA,G,,1,0.13195,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012405,02/01/2020 12:00:00 AM,N,EA,G,,1,0.13237,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012405,03/01/2020 12:00:00 AM,N,EA,G,,1,0.13604,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012405,04/01/2020 12:00:00 AM,N,EA,G,,1,0.13345,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012405,05/01/2020 12:00:00 AM,N,EA,G,,1,0.12769,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012405,06/01/2020 12:00:00 AM,N,EA,G,,1,0.13912,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012405,07/01/2020 12:00:00 AM,N,EA,G,,1,0.13837,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012405,08/01/2020 12:00:00 AM,N,EA,G,,1,0.13160,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012405,09/01/2020 12:00:00 AM,N,EA,G,,1,0.13876,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012405,10/01/2020 12:00:00 AM,N,EA,G,,1,0.14485,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012410,01/01/2020 12:00:00 AM,N,EA,G,,1,0.13195,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012410,02/01/2020 12:00:00 AM,N,EA,G,,1,0.13237,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012410,03/01/2020 12:00:00 AM,N,EA,G,,1,0.13604,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012410,04/01/2020 12:00:00 AM,N,EA,G,,1,0.13345,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012410,05/01/2020 12:00:00 AM,N,EA,G,,1,0.12769,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012410,06/01/2020 12:00:00 AM,N,EA,G,,1,0.13912,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012410,07/01/2020 12:00:00 AM,N,EA,G,,1,0.13837,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012410,08/01/2020 12:00:00 AM,N,EA,G,,1,0.13160,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012410,09/01/2020 12:00:00 AM,N,EA,G,,1,0.13876,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012410,10/01/2020 12:00:00 AM,N,EA,G,,1,0.14485,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012412,01/01/2020 12:00:00 AM,N,EA,G,,1,0.13195,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012412,02/01/2020 12:00:00 AM,N,EA,G,,1,0.13237,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012412,03/01/2020 12:00:00 AM,N,EA,G,,1,0.13604,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012412,04/01/2020 12:00:00 AM,N,EA,G,,1,0.13345,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012412,05/01/2020 12:00:00 AM,N,EA,G,,1,0.12769,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012412,06/01/2020 12:00:00 AM,N,EA,G,,1,0.13912,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012412,07/01/2020 12:00:00 AM,N,EA,G,,1,0.13837,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012412,08/01/2020 12:00:00 AM,N,EA,G,,1,0.13160,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012412,09/01/2020 12:00:00 AM,N,EA,G,,1,0.13876,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012412,10/01/2020 12:00:00 AM,N,EA,G,,1,0.14485,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012423,01/01/2020 12:00:00 AM,N,EA,G,,1,0.13195,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012423,02/01/2020 12:00:00 AM,N,EA,G,,1,0.13237,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012423,03/01/2020 12:00:00 AM,N,EA,G,,1,0.13604,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012423,04/01/2020 12:00:00 AM,N,EA,G,,1,0.13345,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012423,05/01/2020 12:00:00 AM,N,EA,G,,1,0.12769,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012423,06/01/2020 12:00:00 AM,N,EA,G,,1,0.13912,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012423,07/01/2020 12:00:00 AM,N,EA,G,,1,0.13837,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012423,08/01/2020 12:00:00 AM,N,EA,G,,1,0.13160,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012423,09/01/2020 12:00:00 AM,N,EA,G,,1,0.13876,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012423,10/01/2020 12:00:00 AM,N,EA,G,,1,0.14485,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012462,01/01/2020 12:00:00 AM,N,EA,G,,1,0.13195,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012462,02/01/2020 12:00:00 AM,N,EA,G,,1,0.13237,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012462,03/01/2020 12:00:00 AM,N,EA,G,,1,0.13604,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012462,04/01/2020 12:00:00 AM,N,EA,G,,1,0.13345,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012462,05/01/2020 12:00:00 AM,N,EA,G,,1,0.12769,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012462,06/01/2020 12:00:00 AM,N,EA,G,,1,0.13912,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012462,07/01/2020 12:00:00 AM,N,EA,G,,1,0.13837,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012462,08/01/2020 12:00:00 AM,N,EA,G,,1,0.13160,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012462,09/01/2020 12:00:00 AM,N,EA,G,,1,0.13876,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00406012462,10/01/2020 12:00:00 AM,N,EA,G,,1,0.14485,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00527165005,01/01/2020 12:00:00 AM,N,EA,G,,1,0.13195,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00527165005,02/01/2020 12:00:00 AM,N,EA,G,,1,0.13237,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00527165005,03/01/2020 12:00:00 AM,N,EA,G,,1,0.13604,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00527165005,04/01/2020 12:00:00 AM,N,EA,G,,1,0.13345,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00527165005,05/01/2020 12:00:00 AM,N,EA,G,,1,0.12769,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00527165005,06/01/2020 12:00:00 AM,N,EA,G,,1,0.13912,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00527165005,07/01/2020 12:00:00 AM,N,EA,G,,1,0.13837,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00527165005,08/01/2020 12:00:00 AM,N,EA,G,,1,0.13160,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00527165005,09/01/2020 12:00:00 AM,N,EA,G,,1,0.13876,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00527165005,10/01/2020 12:00:00 AM,N,EA,G,,1,0.14485,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389121,01/01/2020 12:00:00 AM,N,EA,G,,1,0.13195,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389121,02/01/2020 12:00:00 AM,N,EA,G,,1,0.13237,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389121,03/01/2020 12:00:00 AM,N,EA,G,,1,0.13604,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389121,04/01/2020 12:00:00 AM,N,EA,G,,1,0.13345,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389121,05/01/2020 12:00:00 AM,N,EA,G,,1,0.12769,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389121,06/01/2020 12:00:00 AM,N,EA,G,,1,0.13912,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389121,07/01/2020 12:00:00 AM,N,EA,G,,1,0.13837,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389121,08/01/2020 12:00:00 AM,N,EA,G,,1,0.13160,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389121,09/01/2020 12:00:00 AM,N,EA,G,,1,0.13876,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389121,10/01/2020 12:00:00 AM,N,EA,G,,1,0.14485,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389128,01/01/2020 12:00:00 AM,N,EA,G,,1,0.13195,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389128,02/01/2020 12:00:00 AM,N,EA,G,,1,0.13237,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389128,03/01/2020 12:00:00 AM,N,EA,G,,1,0.13604,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389128,04/01/2020 12:00:00 AM,N,EA,G,,1,0.13345,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389128,05/01/2020 12:00:00 AM,N,EA,G,,1,0.12769,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389128,06/01/2020 12:00:00 AM,N,EA,G,,1,0.13912,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389128,07/01/2020 12:00:00 AM,N,EA,G,,1,0.13837,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389128,08/01/2020 12:00:00 AM,N,EA,G,,1,0.13160,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389128,09/01/2020 12:00:00 AM,N,EA,G,,1,0.13876,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389128,10/01/2020 12:00:00 AM,N,EA,G,,1,0.14485,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389132,01/01/2020 12:00:00 AM,N,EA,G,,1,0.13195,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389132,02/01/2020 12:00:00 AM,N,EA,G,,1,0.13237,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389132,03/01/2020 12:00:00 AM,N,EA,G,,1,0.13604,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389132,04/01/2020 12:00:00 AM,N,EA,G,,1,0.13345,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389132,05/01/2020 12:00:00 AM,N,EA,G,,1,0.12769,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389132,06/01/2020 12:00:00 AM,N,EA,G,,1,0.13912,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389132,07/01/2020 12:00:00 AM,N,EA,G,,1,0.13837,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389132,08/01/2020 12:00:00 AM,N,EA,G,,1,0.13160,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389132,09/01/2020 12:00:00 AM,N,EA,G,,1,0.13876,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00603389132,10/01/2020 12:00:00 AM,N,EA,G,,1,0.14485,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00904682661,01/01/2020 12:00:00 AM,N,EA,G,,1,0.13195,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00904682661,02/01/2020 12:00:00 AM,N,EA,G,,1,0.13237,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00904682661,03/01/2020 12:00:00 AM,N,EA,G,,1,0.13604,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00904682661,04/01/2020 12:00:00 AM,N,EA,G,,1,0.13345,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00904682661,05/01/2020 12:00:00 AM,N,EA,G,,1,0.12769,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00904682661,06/01/2020 12:00:00 AM,N,EA,G,,1,0.13912,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00904682661,07/01/2020 12:00:00 AM,N,EA,G,,1,0.13837,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00904682661,08/01/2020 12:00:00 AM,N,EA,G,,1,0.13160,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00904682661,09/01/2020 12:00:00 AM,N,EA,G,,1,0.13876,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,00904682661,10/01/2020 12:00:00 AM,N,EA,G,,1,0.14485,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019001,01/01/2020 12:00:00 AM,N,EA,G,,1,0.13195,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019001,02/01/2020 12:00:00 AM,N,EA,G,,1,0.13237,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019001,03/01/2020 12:00:00 AM,N,EA,G,,1,0.13604,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019001,04/01/2020 12:00:00 AM,N,EA,G,,1,0.13345,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019001,05/01/2020 12:00:00 AM,N,EA,G,,1,0.12769,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019001,06/01/2020 12:00:00 AM,N,EA,G,,1,0.13912,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019001,07/01/2020 12:00:00 AM,N,EA,G,,1,0.13837,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019001,08/01/2020 12:00:00 AM,N,EA,G,,1,0.13160,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019001,09/01/2020 12:00:00 AM,N,EA,G,,1,0.13876,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019001,10/01/2020 12:00:00 AM,N,EA,G,,1,0.14485,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019010,01/01/2020 12:00:00 AM,N,EA,G,,1,0.13195,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019010,02/01/2020 12:00:00 AM,N,EA,G,,1,0.13237,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019010,03/01/2020 12:00:00 AM,N,EA,G,,1,0.13604,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019010,04/01/2020 12:00:00 AM,N,EA,G,,1,0.13345,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019010,05/01/2020 12:00:00 AM,N,EA,G,,1,0.12769,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019010,06/01/2020 12:00:00 AM,N,EA,G,,1,0.13912,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019010,07/01/2020 12:00:00 AM,N,EA,G,,1,0.13837,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019010,08/01/2020 12:00:00 AM,N,EA,G,,1,0.13160,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019010,09/01/2020 12:00:00 AM,N,EA,G,,1,0.13876,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019010,10/01/2020 12:00:00 AM,N,EA,G,,1,0.14485,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019050,01/01/2020 12:00:00 AM,N,EA,G,,1,0.13195,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019050,02/01/2020 12:00:00 AM,N,EA,G,,1,0.13237,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019050,03/01/2020 12:00:00 AM,N,EA,G,,1,0.13604,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019050,04/01/2020 12:00:00 AM,N,EA,G,,1,0.13345,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019050,05/01/2020 12:00:00 AM,N,EA,G,,1,0.12769,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019050,06/01/2020 12:00:00 AM,N,EA,G,,1,0.13912,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019050,07/01/2020 12:00:00 AM,N,EA,G,,1,0.13837,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019050,08/01/2020 12:00:00 AM,N,EA,G,,1,0.13160,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019050,09/01/2020 12:00:00 AM,N,EA,G,,1,0.13876,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,10702019050,10/01/2020 12:00:00 AM,N,EA,G,,1,0.14485,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,13107002001,01/01/2020 12:00:00 AM,N,EA,G,,1,0.13195,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,13107002001,02/01/2020 12:00:00 AM,N,EA,G,,1,0.13237,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,13107002001,03/01/2020 12:00:00 AM,N,EA,G,,1,0.13604,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,13107002001,04/01/2020 12:00:00 AM,N,EA,G,,1,0.13345,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,13107002001,05/01/2020 12:00:00 AM,N,EA,G,,1,0.12769,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,13107002001,06/01/2020 12:00:00 AM,N,EA,G,,1,0.13912,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,13107002001,07/01/2020 12:00:00 AM,N,EA,G,,1,0.13837,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,13107002001,08/01/2020 12:00:00 AM,N,EA,G,,1,0.13160,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,13107002001,09/01/2020 12:00:00 AM,N,EA,G,,1,0.13876,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,13107002001,10/01/2020 12:00:00 AM,N,EA,G,,1,0.14485,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,13107002005,01/01/2020 12:00:00 AM,N,EA,G,,1,0.13195,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,13107002005,02/01/2020 12:00:00 AM,N,EA,G,,1,0.13237,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,13107002005,03/01/2020 12:00:00 AM,N,EA,G,,1,0.13604,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,13107002005,04/01/2020 12:00:00 AM,N,EA,G,,1,0.13345,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,13107002005,05/01/2020 12:00:00 AM,N,EA,G,,1,0.12769,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,13107002005,06/01/2020 12:00:00 AM,N,EA,G,,1,0.13912,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,13107002005,07/01/2020 12:00:00 AM,N,EA,G,,1,0.13837,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,13107002005,08/01/2020 12:00:00 AM,N,EA,G,,1,0.13160,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,13107002005,09/01/2020 12:00:00 AM,N,EA,G,,1,0.13876,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,13107002005,10/01/2020 12:00:00 AM,N,EA,G,,1,0.14485,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,27808003601,01/01/2020 12:00:00 AM,N,EA,G,,1,0.13195,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,27808003601,02/01/2020 12:00:00 AM,N,EA,G,,1,0.13237,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,27808003601,03/01/2020 12:00:00 AM,N,EA,G,,1,0.13604,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,27808003601,04/01/2020 12:00:00 AM,N,EA,G,,1,0.13345,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,27808003601,05/01/2020 12:00:00 AM,N,EA,G,,1,0.12769,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,27808003601,06/01/2020 12:00:00 AM,N,EA,G,,1,0.13912,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,27808003601,07/01/2020 12:00:00 AM,N,EA,G,,1,0.13837,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,27808003601,08/01/2020 12:00:00 AM,N,EA,G,,1,0.13160,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,27808003601,09/01/2020 12:00:00 AM,N,EA,G,,1,0.13876,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,27808003601,10/01/2020 12:00:00 AM,N,EA,G,,1,0.14485,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,27808003602,01/01/2020 12:00:00 AM,N,EA,G,,1,0.13195,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,27808003602,02/01/2020 12:00:00 AM,N,EA,G,,1,0.13237,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,27808003602,03/01/2020 12:00:00 AM,N,EA,G,,1,0.13604,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,27808003602,04/01/2020 12:00:00 AM,N,EA,G,,1,0.13345,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,27808003602,05/01/2020 12:00:00 AM,N,EA,G,,1,0.12769,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,27808003602,06/01/2020 12:00:00 AM,N,EA,G,,1,0.13912,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,27808003602,07/01/2020 12:00:00 AM,N,EA,G,,1,0.13837,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,27808003602,08/01/2020 12:00:00 AM,N,EA,G,,1,0.13160,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,27808003602,09/01/2020 12:00:00 AM,N,EA,G,,1,0.13876,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,27808003602,10/01/2020 12:00:00 AM,N,EA,G,,1,0.14485,
HYDROCODONE-ACETAMINOPHEN 7.5-325 MG TABLET,27808003603,01/01/2020 12:00:00 AM,N,EA,G,,1,0.13195,
